"","mu","beta","sigma_y","sigma_v","crix"
"2016-08-13",0.03765,-0.45515,0.42995,0.01065,1101.952032
"2016-08-15",0.0384,-0.4525,0.42895,0.01035,1071.91455
"2016-08-17",0.03905,-0.4262,0.42775,0.01045,1075.403652
"2016-08-19",0.0391,-0.4133,0.42815,0.01055,1079.514918
"2016-08-21",0.0398,-0.42165,0.4273,0.01075,1091.980299
"2016-08-23",0.03985,-0.409,0.42815,0.011,1093.796782
"2016-08-25",0.0415,-0.4348,0.43075,0.0109,1084.702393
"2016-08-27",0.04075,-0.40485,0.4299,0.011,1070.626383
"2016-08-29",0.0423,-0.4327,0.42975,0.01105,1084.088705
"2016-08-31",0.044,-0.4557,0.4307,0.01115,1084.426512
"2016-09-02",0.0449,-0.45245,0.4316,0.0112,1094.368938
"2016-09-04",0.0461,-0.46055,0.4311,0.01135,1148.865607
"2016-09-06",0.04765,-0.45885,0.4311,0.0116,1150.299078
"2016-09-08",0.0485,-0.45735,0.4307,0.0117,1171.064468
"2016-09-10",0.05055,-0.4857,0.43305,0.0119,1174.292083
"2016-09-12",0.0518,-0.49075,0.43285,0.01195,1142.065981
"2016-09-14",0.05325,-0.47855,0.4323,0.01215,1147.266234
"2016-09-16",0.0551,-0.48865,0.4346,0.0123,1151.154428
"2016-09-18",0.05715,-0.5006,0.43415,0.01235,1151.978183
"2016-09-20",0.05955,-0.5303,0.4364,0.01235,1167.288831
"2016-09-22",0.0619,-0.53685,0.4366,0.0124,1137.223078
"2016-09-24",0.06235,-0.51475,0.436,0.013,1148.39329
"2016-09-26",0.0652,-0.5386,0.43545,0.01325,1155.012769
"2016-09-28",0.06695,-0.52065,0.43345,0.0134,1158.443273
"2016-09-30",0.06905,-0.4962,0.4342,0.0137,1163.354408
"2016-10-02",0.0722,-0.50935,0.43405,0.0139,1162.33881
"2016-10-04",0.0736,-0.48425,0.4313,0.01415,1158.600206
"2016-10-06",0.0776,-0.51355,0.4327,0.0144,1155.859595
"2016-10-08",0.07895,-0.48655,0.4324,0.0145,1157.842852
"2016-10-10",0.0795,-0.4556,0.43155,0.01485,1152.025177
"2016-10-12",0.0802,-0.43335,0.42915,0.0151,1185.108836
"2016-10-14",0.0829,-0.42965,0.43055,0.01525,1191.98446
"2016-10-16",0.08395,-0.4125,0.4298,0.01535,1192.748683
"2016-10-18",0.0861,-0.42545,0.4302,0.0156,1189.742532
"2016-10-20",0.08765,-0.40665,0.42875,0.01585,1177.666844
"2016-10-22",0.0888,-0.3847,0.4279,0.0158,1214.356197
"2016-10-24",0.0892,-0.3761,0.4275,0.0157,1208.36687
"2016-10-26",0.0908,-0.3667,0.42605,0.01585,1241.735674
"2016-10-28",0.0902,-0.3306,0.42455,0.01615,1262.240381
"2016-10-30",0.08925,-0.29785,0.4224,0.0167,1270.016005
"2016-11-01",0.0894,-0.2842,0.42105,0.01675,1314.64956
"2016-11-03",0.09175,-0.3034,0.4214,0.0165,1247.23296
"2016-11-05",0.0924,-0.29895,0.42295,0.0165,1283.136212
"2016-11-07",0.0933,-0.2966,0.4224,0.01675,1284.188215
"2016-11-09",0.0951,-0.3012,0.42325,0.0168,1305.788432
"2016-11-11",0.09725,-0.31545,0.42345,0.01675,1296.024779
"2016-11-13",0.0987,-0.31185,0.4243,0.0171,1274.646216
"2016-11-15",0.09895,-0.2803,0.42325,0.01715,1289.726401
"2016-11-17",0.1018,-0.2943,0.4237,0.01745,1325.900894
"2016-11-19",0.10545,-0.3149,0.4253,0.01735,1341.861116
"2016-11-21",0.1094,-0.3205,0.42515,0.01745,1318.991448
"2016-11-23",0.11075,-0.31295,0.42425,0.01795,1326.891422
"2016-11-25",0.1139,-0.307,0.42435,0.0181,1318.36293
"2016-11-27",0.11635,-0.2981,0.4245,0.0183,1301.211145
"2016-11-29",0.1198,-0.2963,0.4256,0.01825,1298.899128
"2016-12-01",0.12345,-0.30765,0.42645,0.01845,1335.312753
"2016-12-03",0.12695,-0.31695,0.42635,0.01875,1348.77674
"2016-12-05",0.1303,-0.3065,0.42715,0.01895,1317.102757
"2016-12-07",0.13485,-0.3134,0.427,0.0189,1350.218178
"2016-12-09",0.13815,-0.3104,0.4268,0.01895,1364.854831
"2016-12-11",0.14185,-0.3173,0.42605,0.01905,1359.156601
"2016-12-13",0.14555,-0.31295,0.4256,0.0193,1376.216363
"2016-12-15",0.1478,-0.30125,0.426,0.0197,1368.747782
"2016-12-17",0.15055,-0.3079,0.42745,0.0197,1389.66582
"2016-12-19",0.1524,-0.31125,0.42725,0.01945,1393.064098
"2016-12-21",0.153,-0.282,0.4277,0.01995,1450.613045
"2016-12-23",0.1554,-0.2781,0.42705,0.01995,1588.457862
"2016-12-25",0.15815,-0.286,0.4284,0.0198,1554.474914
"2016-12-27",0.1596,-0.27265,0.42835,0.0199,1612.196501
"2016-12-29",0.16125,-0.2598,0.4266,0.0202,1695.375091
"2016-12-31",0.16145,-0.24705,0.42715,0.0203,1688.617567
"2017-01-02",0.16245,-0.24385,0.42695,0.02,1777.585922
"2017-01-04",0.1635,-0.24575,0.4271,0.01995,1987.19312
"2017-01-06",0.1632,-0.2333,0.42575,0.02005,1593.464083
"2017-01-08",0.16325,-0.2282,0.4247,0.0201,1616.232233
"2017-01-10",0.1641,-0.2104,0.4224,0.0208,1619.516888
"2017-01-12",0.1656,-0.2064,0.4236,0.02075,1438.008742
"2017-01-14",0.1646,-0.20265,0.42295,0.02095,1469.408086
"2017-01-16",0.1639,-0.197,0.4231,0.02155,1486.615191
"2017-01-18",0.163,-0.1966,0.42315,0.02155,1564.328999
"2017-01-20",0.16185,-0.18505,0.42355,0.02175,1596.867672
"2017-01-22",0.16015,-0.1693,0.42335,0.0219,1642.997961
"2017-01-24",0.16045,-0.15585,0.42175,0.02175,1585.632276
"2017-01-26",0.1605,-0.1452,0.42035,0.0219,1636.745618
"2017-01-28",0.15985,-0.1343,0.41965,0.02255,1645.550408
"2017-01-30",0.1595,-0.1326,0.4195,0.0224,1650.142729
"2017-02-01",0.15855,-0.1335,0.4194,0.0227,1757.550234
"2017-02-03",0.15875,-0.13025,0.41815,0.0234,1805.894962
"2017-02-05",0.1569,-0.12,0.41765,0.0236,1811.027108
"2017-02-07",0.1546,-0.11955,0.41795,0.02335,1869.778414
"2017-02-09",0.1533,-0.1182,0.41855,0.02355,1749.557673
"2017-02-11",0.1513,-0.1198,0.4193,0.02365,1802.849261
"2017-02-13",0.14885,-0.11615,0.4188,0.0242,1777.551944
"2017-02-15",0.1486,-0.11725,0.419,0.02475,1815.234639
"2017-02-17",0.15015,-0.1236,0.41855,0.02495,1890.038525
"2017-02-19",0.1483,-0.12215,0.4184,0.02535,1885.245268
"2017-02-21",0.14625,-0.1201,0.4171,0.02545,2001.011344
"2017-02-23",0.145,-0.1174,0.4168,0.0255,2103.62325
"2017-02-25",0.1458,-0.12225,0.41715,0.02535,2047.808366
"2017-02-27",0.14825,-0.1316,0.41665,0.025,2135.827828
"2017-03-01",0.14875,-0.1357,0.41755,0.02495,2215.227432
"2017-03-03",0.14835,-0.1375,0.41745,0.02485,2345.507426
"2017-03-05",0.14845,-0.13885,0.4169,0.02465,2317.541299
"2017-03-07",0.1493,-0.139,0.417,0.025,2248.391678
"2017-03-09",0.1507,-0.14105,0.417,0.02485,2172.778481
"2017-03-11",0.1518,-0.1401,0.4163,0.02485,2206.020879
"2017-03-13",0.1502,-0.13565,0.41635,0.02455,2375.375331
"2017-03-15",0.1511,-0.1269,0.4166,0.0241,2469.096568
"2017-03-17",0.1526,-0.1302,0.41655,0.0241,2251.305762
"2017-03-19",0.15415,-0.1205,0.4164,0.02475,2183.457377
"2017-03-21",0.157,-0.1225,0.4153,0.0255,2306.76126
"2017-03-23",0.1584,-0.1182,0.41465,0.0259,2192.294259
"2017-03-25",0.1619,-0.11775,0.4153,0.026,2150.213194
"2017-03-27",0.16475,-0.12355,0.4152,0.0258,2255.370147
"2017-03-29",0.16565,-0.12525,0.4153,0.0261,2287.400008
"2017-03-31",0.1686,-0.1468,0.4156,0.02555,2373.523009
"2017-04-02",0.1734,-0.1495,0.4161,0.02585,2514.041781
"2017-04-04",0.17835,-0.16045,0.4164,0.0264,2465.448703
"2017-04-06",0.18115,-0.1665,0.41625,0.0268,2558.887114
"2017-04-08",0.18265,-0.17015,0.41685,0.02795,2566.78912
"2017-04-10",0.18485,-0.1823,0.41555,0.0285,2591.44745
"2017-04-12",0.18735,-0.19185,0.4159,0.02885,2641.438344
"2017-04-14",0.18885,-0.2004,0.41655,0.02905,2597.485282
"2017-04-16",0.18875,-0.21165,0.4169,0.029,2614.743913
"2017-04-18",0.18765,-0.2173,0.41645,0.02995,2681.231545
"2017-04-20",0.18755,-0.2242,0.41665,0.03135,2723.446755
"2017-04-22",0.18995,-0.22875,0.41675,0.0319,2729.593503
"2017-04-24",0.18855,-0.23135,0.4169,0.03245,2753.620474
"2017-04-26",0.18925,-0.23555,0.41745,0.0329,2855.879138
"2017-04-28",0.18895,-0.24165,0.4174,0.0331,3126.650667
"2017-04-30",0.1872,-0.24485,0.4174,0.0328,3279.401557
"2017-05-02",0.18725,-0.251,0.4176,0.03295,3393.758248
"2017-05-04",0.1848,-0.2511,0.4172,0.03285,3783.459057
"2017-05-06",0.1836,-0.2483,0.41665,0.0326,4030.507623
"2017-05-08",0.1798,-0.2475,0.41655,0.0323,4502.155158
"2017-05-10",0.17665,-0.23,0.4169,0.03205,4612.844658
"2017-05-12",0.1716,-0.2308,0.41615,0.0321,4605.278094
"2017-05-14",0.166,-0.22415,0.41605,0.0318,4798.105983
"2017-05-16",0.1614,-0.218,0.4159,0.03095,4809.959454
"2017-05-18",0.16,-0.2133,0.41725,0.0299,5672.18302
"2017-05-20",0.15645,-0.20275,0.4174,0.02935,6194.483501
"2017-05-22",0.15255,-0.1997,0.41775,0.029,6520.295185
"2017-05-24",0.1489,-0.1991,0.417,0.02905,7518.10555
"2017-05-26",0.1472,-0.19675,0.4164,0.02865,6619.194665
"2017-05-28",0.146,-0.19915,0.41715,0.02735,6522.083546
"2017-05-30",0.1435,-0.20125,0.41755,0.02585,6868.993716
"2017-06-01",0.1425,-0.20345,0.4174,0.02525,7787.903648
"2017-06-03",0.1412,-0.2073,0.417,0.0251,7975.585629
"2017-06-05",0.14015,-0.20845,0.41655,0.0245,8594.798119
"2017-06-07",0.14095,-0.21095,0.4166,0.02395,8589.570359
"2017-06-09",0.14155,-0.21325,0.41715,0.0237,9092.978335
"2017-06-11",0.14475,-0.21345,0.41815,0.02295,9944.817377
"2017-06-13",0.1452,-0.2177,0.41805,0.02315,9868.508772
"2017-06-15",0.14585,-0.22165,0.419,0.02285,8879.28907
"2017-06-17",0.1493,-0.22165,0.41915,0.0226,9741.479719
"2017-06-19",0.1515,-0.2273,0.4188,0.0225,9736.022248
"2017-06-21",0.1546,-0.23455,0.4196,0.02215,9510.895953
"2017-06-23",0.15865,-0.2367,0.4202,0.02195,9736.267638
"2017-06-25",0.16235,-0.2375,0.42135,0.0221,8932.880649
"2017-06-27",0.1653,-0.25075,0.4208,0.0223,8566.338169
"2017-06-29",0.16965,-0.2555,0.4213,0.02225,8791.333193
"2017-07-01",0.1763,-0.26085,0.4217,0.0221,8094.944699
"2017-07-03",0.1806,-0.26145,0.4229,0.0222,8560.348103
"2017-07-05",0.18455,-0.2624,0.42395,0.0224,8550.877834
"2017-07-07",0.1888,-0.265,0.423,0.0223,7951.656711
"2017-07-09",0.1934,-0.26435,0.42225,0.02235,7917.250716
"2017-07-11",0.19605,-0.2696,0.4235,0.02245,6875.790368
"2017-07-13",0.20055,-0.2728,0.4249,0.0221,7146.693881
"2017-07-15",0.20305,-0.26975,0.425,0.0225,6032.488712
"2017-07-17",0.20505,-0.2733,0.42545,0.0222,6531.017101
"2017-07-19",0.20735,-0.27515,0.42445,0.02165,6714.146519
"2017-07-21",0.2082,-0.2733,0.42385,0.02185,7692.374026
"2017-07-23",0.21085,-0.27345,0.4235,0.0215,8002.204611
"2017-07-25",0.2119,-0.2723,0.4233,0.0212,7395.440267
"2017-07-27",0.2115,-0.26825,0.42255,0.02145,7500.814913
"2017-07-29",0.2129,-0.26605,0.42265,0.0214,7588.339329
"2017-07-31",0.2139,-0.25015,0.4215,0.02175,7768.842015
"2017-08-02",0.21395,-0.2535,0.4213,0.0216,7728.258095
"2017-08-04",0.2139,-0.2501,0.4201,0.022,8046.949453
"2017-08-06",0.21275,-0.236,0.41965,0.02195,9028.204969
"2017-08-08",0.21205,-0.23545,0.4207,0.022,9823.91339
"2017-08-10",0.20955,-0.2308,0.41995,0.02255,9724.775687
"2017-08-12",0.2083,-0.22765,0.41915,0.02235,10506.97468
"2017-08-14",0.20625,-0.2199,0.4184,0.0225,10996.69307
"2017-08-16",0.20525,-0.2143,0.41905,0.02275,11178.88397
"2017-08-18",0.20285,-0.21255,0.41895,0.02295,10825.76524
"2017-08-20",0.20175,-0.2109,0.41795,0.02315,10786.31674
"2017-08-22",0.19925,-0.20265,0.4168,0.0234,11245.48521
"2017-08-24",0.19825,-0.19945,0.41675,0.02335,11564.37369
"2017-08-26",0.197,-0.18935,0.41655,0.02355,11694.48995
"2017-08-28",0.1973,-0.1811,0.4174,0.02405,12058.48002
"2017-08-30",0.1953,-0.1777,0.41665,0.02435,12967.58326
"2017-09-01",0.19525,-0.17165,0.4174,0.02445,13808.64474
"2017-09-03",0.1952,-0.163,0.41715,0.0247,12906.76591
"2017-09-05",0.19505,-0.1593,0.4171,0.02505,12168.50941
"2017-09-07",0.19245,-0.15135,0.41685,0.02585,12563.53995
"2017-09-09",0.19235,-0.15115,0.4172,0.0257,11575.23722
"2017-09-11",0.19175,-0.1452,0.41675,0.0257,11404.71412
"2017-09-13",0.1905,-0.13995,0.41655,0.0259,10679.09454
"2017-09-15",0.1904,-0.1355,0.41605,0.02625,9689.39634
"2017-09-17",0.189,-0.1252,0.4147,0.0267,9534.629771
"2017-09-19",0.1888,-0.11955,0.41465,0.02705,10707.75546
"2017-09-21",0.1886,-0.1138,0.4146,0.0282,9921.039778
"2017-09-23",0.1864,-0.11265,0.41455,0.02855,10486.47192
"2017-09-25",0.1854,-0.11555,0.4146,0.0287,10998.04874
"2017-09-27",0.18545,-0.11395,0.41445,0.02895,11366.70984
"2017-09-29",0.1844,-0.10885,0.41485,0.0297,10962.45445
"2017-10-01",0.1851,-0.11605,0.41505,0.03,11446.25358
"2017-10-03",0.1833,-0.11765,0.41525,0.0299,11269.10546
"2017-10-05",0.18275,-0.1209,0.4149,0.0303,11261.46929
"2017-10-07",0.17795,-0.1328,0.4147,0.0308,11611.42932
"2017-10-09",0.17565,-0.14135,0.41485,0.03155,11895.33619
"2017-10-11",0.1699,-0.1515,0.41465,0.03265,12130.89593
"2017-10-13",0.1648,-0.1589,0.4146,0.0335,13656.60741
"2017-10-15",0.15875,-0.1732,0.41485,0.03375,13778.89211
"2017-10-17",0.15515,-0.1981,0.41465,0.0349,13508.31173
"2017-10-19",0.14845,-0.2228,0.41425,0.03625,13392.08601
"2017-10-21",0.1446,-0.22575,0.414,0.03675,13776.53292
"2017-10-23",0.1401,-0.24675,0.4143,0.0383,13498.83297
"2017-10-25",0.13495,-0.2683,0.4145,0.03955,13269.61142
"2017-10-27",0.1303,-0.28745,0.4144,0.04095,13401.49457
"2017-10-29",0.1254,-0.31705,0.4143,0.0419,14120.67111
"2017-10-31",0.121,-0.3468,0.4145,0.0417,14449.91273
"2017-11-02",0.11975,-0.3728,0.4145,0.0424,15414.63154
"2017-11-04",0.11725,-0.3794,0.41425,0.04395,15970.58528
"2017-11-06",0.11315,-0.4052,0.41475,0.0451,15659.3479
"2017-11-08",0.1088,-0.4316,0.41405,0.04505,16507.90108
"2017-11-10",0.10265,-0.44885,0.41385,0.0461,15757.68675
"2017-11-12",0.09785,-0.46795,0.4136,0.04725,15572.37612
"2017-11-14",0.09225,-0.4863,0.41355,0.0487,16735.34732
"2017-11-16",0.0892,-0.4964,0.4137,0.0492,17895.23672
"2017-11-18",0.084,-0.518,0.41405,0.0498,18695.30912
"2017-11-20",0.0825,-0.53185,0.4139,0.04915,19465.44935
"2017-11-22",0.07855,-0.5453,0.41395,0.0504,19878.16303
"2017-11-24",0.07565,-0.55035,0.4138,0.05035,21194.79377
"2017-11-26",0.07145,-0.5434,0.41405,0.05015,22919.62122
"2017-11-28",0.0675,-0.5473,0.41445,0.0503,24760.17497
"2017-11-30",0.0614,-0.5616,0.4148,0.05045,24251.7514
"2017-12-02",0.0569,-0.5556,0.41465,0.04925,25874.83554
"2017-12-04",0.05165,-0.5614,0.41455,0.049,27655.83851
"2017-12-06",0.04635,-0.55665,0.4148,0.04835,30382.40255
"2017-12-08",0.0404,-0.54025,0.415,0.0479,35770.83609
"2017-12-10",0.03495,-0.53455,0.41485,0.0478,33368.48
"2017-12-12",0.02825,-0.52235,0.41485,0.0471,39636.24926
"2017-12-14",0.0203,-0.52665,0.4148,0.0465,41990.06991
"2017-12-16",0.01465,-0.5164,0.41445,0.04585,46296.36243
"2017-12-18",0.000450000000000004,-0.4889,0.4151,0.0457,48795.65841
"2017-12-20",-0.00489999999999999,-0.4822,0.4153,0.0449,48494.25505
"2017-12-22",-0.00955,-0.47735,0.4152,0.0438,40537.65707
"2017-12-24",-0.01585,-0.483,0.41505,0.0429,42768.68179
"2017-12-26",-0.02275,-0.4875,0.41515,0.0431,47440.63791
"2017-12-28",-0.02635,-0.4827,0.415,0.0423,44592.60315
"2017-12-30",-0.03145,-0.47495,0.415,0.04225,44812.19088
"2018-01-01",-0.0345,-0.46435,0.41505,0.0405,47588.09681
"2018-01-03",-0.037,-0.46025,0.41545,0.0408,56888.01301
"2018-01-05",-0.04035,-0.45705,0.4154,0.03985,58899.68348
"2018-01-07",-0.04235,-0.4619,0.4154,0.0393,62848.82399
"2018-01-09",-0.045,-0.4738,0.4154,0.0389,57166.86602
"2018-01-11",-0.04715,-0.48275,0.4158,0.0393,51050.86457
"2018-01-13",-0.04855,-0.47705,0.41605,0.03885,57821.91428
"2018-01-15",-0.0488,-0.49325,0.4163,0.0387,52535.52603
"2018-01-17",-0.0472,-0.5169,0.41615,0.0383,40692.53904
"2018-01-19",-0.0453,-0.5198,0.4161,0.0381,42675.47842
"2018-01-21",-0.04475,-0.53825,0.4161,0.03805,41822.08255
"2018-01-23",-0.04395,-0.55825,0.4162,0.0379,39023.13863
"2018-01-25",-0.04335,-0.57795,0.41635,0.038,40621.42797
"2018-01-27",-0.0351,-0.61345,0.41595,0.03785,41243.26254
"2018-01-29",-0.03505,-0.62835,0.4156,0.0378,41566.84607
"2018-01-31",-0.03545,-0.6448,0.4157,0.03825,36777.1191
"2018-02-02",-0.0346,-0.65195,0.416,0.0384,33370.50543
"2018-02-04",-0.03235,-0.6555,0.41575,0.03775,32465.31762
"2018-02-06",-0.03175,-0.6551,0.4155,0.03785,24039.06858
"2018-02-08",-0.0315,-0.67085,0.4155,0.03775,26497.8278
"2018-02-10",-0.03095,-0.6921,0.4155,0.03785,31198.67834
"2018-02-12",-0.03115,-0.70595,0.4156,0.0381,29718.34312
"2018-02-14",-0.0303,-0.7265,0.4158,0.03825,30889.20396
"2018-02-16",-0.0303,-0.7252,0.4157,0.0381,35447.94334
"2018-02-18",-0.0286,-0.7264,0.41535,0.03865,37914.44971
"2018-02-20",-0.02885,-0.73755,0.41515,0.03815,37130.18792
"2018-02-22",-0.02985,-0.7476,0.4149,0.0376,36690.59834
"2018-02-24",-0.03025,-0.7514,0.41405,0.037,33774.23807
"2018-02-26",-0.03175,-0.7493,0.41405,0.0373,32282.40118
"2018-02-28",-0.0349,-0.7567,0.4142,0.03715,34345.64498
"2018-03-02",-0.0361,-0.7585,0.4141,0.0369,34186.74082
"2018-03-04",-0.0374,-0.75385,0.4138,0.0366,34542.5149
"2018-03-06",-0.03785,-0.75635,0.41365,0.0364,34946.61018
"2018-03-08",-0.0361,-0.74945,0.4138,0.03655,30696.70095
"2018-03-10",-0.0352,-0.74795,0.41385,0.0362,28802.07962
"2018-03-12",-0.03315,-0.756,0.4137,0.0356,29277.38383
"2018-03-14",-0.0315,-0.75685,0.41355,0.03505,28246.69759
"2018-03-16",-0.03025,-0.74985,0.41355,0.0348,25339.2001
"2018-03-18",-0.02855,-0.74765,0.41385,0.0346,23938.24955
"2018-03-20",-0.0277,-0.75255,0.41405,0.0344,25557.1946
"2018-03-22",-0.02725,-0.7574,0.4142,0.0347,26253.72355
"2018-03-24",-0.0266,-0.76035,0.4139,0.03405,25480.90994
"2018-03-26",-0.0261,-0.761,0.41405,0.0336,24673.69199
"2018-03-28",-0.02535,-0.7628,0.4138,0.03325,22292.8564
"2018-03-30",-0.02515,-0.7616,0.41355,0.03255,19945.99544
"2018-04-01",-0.0253,-0.75575,0.41325,0.03245,19758.65729
"2018-04-03",-0.02475,-0.75275,0.41315,0.03235,19836.73083
"2018-04-05",-0.0249,-0.7567,0.4135,0.03205,19325.09202
"2018-04-07",-0.02545,-0.75345,0.41355,0.0314,18693.65941
"2018-04-09",-0.0256,-0.7547,0.41355,0.0313,19728.02934
"2018-04-11",-0.02535,-0.7617,0.4136,0.03125,19614.47594
"2018-04-13",-0.0255,-0.7608,0.4139,0.03105,22991.21312
"2018-04-15",-0.02635,-0.7519,0.41415,0.03085,23117.80423
"2018-04-17",-0.02865,-0.7535,0.4139,0.0306,23830.16875
"2018-04-19",-0.0301,-0.7551,0.4139,0.031,24779.08693
"2018-04-21",-0.0323,-0.74565,0.4141,0.0313,27597.5128
"2018-04-23",-0.03375,-0.73675,0.41425,0.0312,28062.72042
"2018-04-25",-0.03625,-0.7503,0.41435,0.0314,31671.65866
"2018-04-27",-0.03865,-0.75915,0.41415,0.0313,29977.15552
"2018-04-29",-0.03975,-0.7552,0.4141,0.03155,30639.1297
"2018-05-01",-0.0401,-0.75285,0.4138,0.0315,30253.64684
"2018-05-03",-0.04065,-0.7389,0.41435,0.0311,30722.88554
"2018-05-05",-0.04075,-0.73125,0.41425,0.03135,32491.57092
"2018-05-07",-0.04055,-0.72625,0.4145,0.03165,32750.57607
"2018-05-09",-0.03945,-0.7115,0.415,0.0321,31027.32244
"2018-05-11",-0.03765,-0.7015,0.41535,0.03195,29828.90734
"2018-05-13",-0.0373,-0.6902,0.4153,0.0325,28148.73795
"2018-05-15",-0.03635,-0.67305,0.41535,0.0329,29115.71744
"2018-05-17",-0.03535,-0.65095,0.41525,0.0332,27690.04233
"2018-05-19",-0.0339,-0.6284,0.4151,0.03345,27044.56321
"2018-05-21",-0.03205,-0.59625,0.4155,0.0334,27934.04266
"2018-05-23",-0.0302,-0.581,0.4155,0.03345,25891.09714
"2018-05-25",-0.02785,-0.5592,0.4154,0.03335,24609.51746
"2018-05-27",-0.02495,-0.54245,0.4154,0.03315,23795.06782
"2018-05-29",-0.0231,-0.52265,0.4157,0.0327,22109.11795
"2018-05-31",-0.02245,-0.52235,0.41545,0.03235,23494.87395
"2018-06-02",-0.0216,-0.49855,0.416,0.03185,24106.17392
"2018-06-04",-0.0195,-0.4781,0.416,0.03145,25325.67832
"2018-06-06",-0.01835,-0.45235,0.41655,0.0308,24998.55928
"2018-06-08",-0.01785,-0.4331,0.4167,0.03045,24958.91739
"2018-06-10",-0.01755,-0.4157,0.4165,0.03065,24224.50338
"2018-06-12",-0.0157,-0.39605,0.41595,0.0307,22163.66605
"2018-06-14",-0.0144,-0.37605,0.41625,0.03065,20003.55753
"2018-06-16",-0.01465,-0.37225,0.41785,0.0299,20281.32228
"2018-06-18",-0.01615,-0.38045,0.41915,0.0292,20305.87702
"2018-06-20",-0.01565,-0.366,0.4186,0.02885,21450.24732
"2018-06-22",-0.0155,-0.35955,0.4201,0.02825,21149.42438
"2018-06-24",-0.0158,-0.35585,0.4197,0.02825,19236.5515
"2018-06-26",-0.01565,-0.3627,0.42005,0.02755,19117.31872
"2018-06-28",-0.0174,-0.36145,0.42025,0.0275,18541.36339
"2018-06-30",-0.0189,-0.3699,0.42085,0.02725,18483.00886
"2018-07-02",-0.01925,-0.3628,0.42225,0.0269,18985.64819
"2018-07-04",-0.0201,-0.35485,0.42305,0.0264,19672.02393
"2018-07-06",-0.02105,-0.3446,0.4245,0.02575,19752.80234
"2018-07-08",-0.02145,-0.3317,0.42425,0.02585,20270.65502
"2018-07-10",-0.0222,-0.33135,0.42665,0.0256,19712.33827
"2018-07-12",-0.0222,-0.32885,0.42595,0.0261,18798.72259
"2018-07-14",-0.02265,-0.3153,0.4268,0.02595,18453.04859
"2018-07-16",-0.0228,-0.33195,0.42805,0.02595,18938.15797
"2018-07-18",-0.02255,-0.32085,0.42795,0.02585,21602.36098
"2018-07-20",-0.02185,-0.30825,0.42855,0.0252,21373.8021
"2018-07-22",-0.02265,-0.32215,0.42885,0.0258,20934.1194
"2018-07-24",-0.0231,-0.32685,0.42875,0.0253,21237.08262
"2018-07-26",-0.02205,-0.3033,0.42795,0.0254,22322.25324
"2018-07-28",-0.0214,-0.2859,0.4268,0.02575,22222.07994
"2018-07-30",-0.02155,-0.28845,0.4282,0.02575,22294.20274
"2018-08-01",-0.02015,-0.27545,0.4269,0.02555,20869.60012
"2018-08-03",-0.0186,-0.2599,0.4272,0.0251,20165.15865
"2018-08-05",-0.01805,-0.24515,0.42675,0.02515,19189.28253
"2018-08-07",-0.0165,-0.2393,0.42755,0.025,19023.26395
